G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
35,18,102.8,101.9,0.5244,48.3,51,17.8,21.7,30.3,31.7,29.9,35.3,48.5,49.7,31.9,35.4,66.9,-7.5,0,2013
19,3,94.7,110.5,0.1442,44.4,54.7,20.2,16.8,32.6,31.3,23.9,33.8,42.8,52,32.4,39,65.8,-11.7,0,2021
31,20,103.7,104.6,0.4744,51,47.2,19.6,15.5,29.7,27.9,34.5,41,47.4,44.8,37.2,34.5,68.5,-7.4,0,2018
28,5,88.8,111.3,0.0696,42.2,51.5,21.5,22.2,31.6,37.5,39.5,43.1,40.5,50.9,30.3,35.4,70.6,-18.3,0,2013
34,22,104.5,88.3,0.873,46.2,43.3,19.4,20.3,38.7,29.8,35.5,32.7,45.5,42.3,31.6,30.4,65.5,1.7,2,2013
19,8,91.6,106,0.157,45.5,52,20.9,19.7,24.7,32.6,35.4,36.5,45.9,53.9,29.7,32.5,72.9,-10.1,0,2021
31,12,102.1,92.9,0.7463,44.4,49.2,19.6,18,38.7,25.8,31.1,33.8,46.1,49.9,26.7,31.9,64.2,-6.1,0,2015
26,18,105.7,101.4,0.6165,52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,51.2,47.8,35.9,31.2,68.1,-5.1,0,2017
31,15,104.6,107.5,0.4208,49.6,53.7,20.7,18.7,32.2,30.4,40.3,28.6,48.4,52.5,35.1,37.5,73.1,-10.2,0,2018
35,27,111.3,87.1,0.9439,50.7,46.4,17.7,22.9,32.4,27.2,29,31.5,48.5,46,35.9,31.3,67.4,8,3,2022
32,15,103.7,102.3,0.5395,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,69.6,-6.2,0,2017
28,19,104.8,102.1,0.573,49,47.8,19.2,21.7,34.8,37.3,40.3,40.5,50,46.8,31,33.9,73,-3.2,2,2013
27,9,99.4,109.8,0.241,48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,46.3,50.3,34.6,32.6,75.3,-12.2,0,2016
33,22,105.1,107.4,0.4386,51.7,50.4,18.9,20.6,33.5,31.7,52.1,49.9,48.9,49.5,38.2,35.1,66,-5.3,0,2014
33,16,107.8,101,0.6797,51,49.6,18.5,20,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,70.4,-5.7,0,2019
31,26,111.9,95.2,0.8641,52.1,46.2,17.6,21.1,32.3,29.3,48.4,36.3,49.7,44.9,38.6,32.7,65.5,2.2,3,2014
36,26,114.6,98.9,0.8448,53.2,50.4,16.9,18,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,3,2019
30,19,103.6,97.1,0.6766,52.6,49.1,18.4,19,24.8,26.3,28.1,25.5,52.9,48.7,34.7,33.3,68.6,-5.1,0,2019
30,23,113.9,103,0.7613,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,64,0.2,3,2014
30,13,102.4,108.8,0.3315,47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,46.5,50.2,32.3,36,69.6,-12.6,0,2019
26,9,97.1,108.7,0.2146,49.4,53.2,18.7,16.9,23.5,26.6,34.6,30.4,48.7,51.1,33.7,38.4,67.5,-13,0,2021
21,9,99.8,111.7,0.2146,48.4,54.3,16.7,18.7,24.3,28.9,31.7,32.4,47.2,54.2,33.5,36.4,70.5,-9.9,0,2021
32,12,96,107.5,0.2134,45.9,51,18.4,22.4,31.3,32.1,39,46.8,45.6,50.9,31,34.1,65.9,-15,0,2013
32,13,103.5,99.3,0.6178,45.6,51.1,19.8,21.8,37.1,34,40.8,40,44.9,48,31.6,38.1,64.7,-7,0,2013
37,26,113,99.1,0.8188,52.4,48.8,18.1,18.8,33.9,28.8,40.6,43,50.4,48.3,37.7,33.2,65.4,0.6,5,2014
29,5,92.2,108.2,0.1381,46.5,53,19.9,18.1,26.6,28.7,32,31.7,48.9,53.6,28,34.7,64.5,-20.4,0,2022
34,18,115.4,99.9,0.8408,55.2,48.7,21.4,15.7,36.4,28,34.1,36.8,54.1,47.7,38,33.7,69.7,-1.1,0,2017
35,28,110.2,94,0.8619,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48,44.1,37.6,31.8,64.5,6.9,3,2015
30,13,106.4,110.3,0.398,51.3,51.9,18.3,18.1,29.3,35.4,41.6,31.9,48.3,54.1,36.7,31.9,65.5,-9.9,0,2014
30,14,104.7,109.7,0.369,51.1,52.4,18.9,19.9,32,33.5,32.6,35.3,51.4,49.7,33.8,39,68.9,-10.6,0,2014
32,17,102.8,106.6,0.3963,52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,51.1,51.3,37,35.6,67.7,-10.9,0,2019
31,9,97,102.1,0.3573,50.1,51.7,21.2,15.7,26.3,23.7,30.6,25.6,51.6,51.9,32,34.3,64.6,-15.4,0,2022
26,11,113.4,102.6,0.7592,53.9,50.8,15.7,12.7,22,29.7,25.9,19.7,52.9,48.5,36.8,36.6,67.3,-3.6,0,2021
34,31,109.4,97.7,0.7865,51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,52.5,49.1,33,30.1,71,1.7,2,2023
32,17,106.4,104.2,0.5592,51.8,51,19.6,18,32.7,28.6,39.4,42.3,49.4,53.1,37,32.3,70.9,-9.9,0,2019
32,8,97.3,117.8,0.0991,47.2,56.4,20.8,20.4,31.6,30.2,39.7,40,46.5,57.1,32.4,36.9,68.3,-20.2,0,2019
34,23,108.2,88.6,0.9089,51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,49.7,44.1,35.9,31.5,65,6.3,2,2019
31,12,106.5,107.9,0.462,54.4,53.1,17,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35,68.5,-13,0,2019
31,17,104.5,105.3,0.4773,49.5,51,18.6,17.6,35.5,27.7,34.9,31.6,48.8,49.7,33.7,35.7,69.1,-7.5,0,2019
31,7,88.3,107.1,0.0987,41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,42.1,53,27.3,30.6,69.7,-18.3,0,2016
30,9,100.7,111.1,0.2433,47.7,52,18.9,17,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,68,-16.2,0,2016
37,28,113,92.2,0.9126,51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,51.3,45.6,34.1,33.3,68.4,5.2,4,2016
28,6,93.1,107.1,0.1662,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,67.2,-16.7,0,2015
29,14,106.7,99.9,0.68,47.5,52,17.5,19.8,30.8,32.1,45.3,39.9,47.4,49.9,31.8,36.9,66.7,-2.6,0,2016
32,18,108.3,103.6,0.6271,49.4,47.5,17.4,14.8,33.1,25.8,27.3,30.4,49.4,46,32.9,33.5,66.7,-8,0,2018
34,16,103.4,109.1,0.3501,51.3,53.8,20.2,18.6,31.9,30,47,31.3,51,53.3,34.7,36.4,70.5,-11.3,2,2016
31,20,105.9,102.5,0.5942,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,71,-6.2,0,2017
31,15,102.3,110.8,0.2865,51.7,51.8,19.9,16.5,31.8,27,38.1,31.3,51.1,49.3,35.2,37.3,73.4,-13.2,0,2019
28,6,97.3,113.2,0.1498,47.7,52.6,18.3,16.4,23.3,32.7,28.3,32.8,45.9,51.7,34.7,36.3,67,-19.3,0,2018
31,15,108.7,103,0.6514,50.9,49,17.1,16.7,32.1,29.3,39.5,43.9,47.9,46,39.4,36.9,67.2,-7.6,0,2014
33,19,102.4,102.5,0.4976,46.3,46.5,18.7,15.9,33.1,32,42,33,46.2,44.2,30.9,34.4,67.5,-6.1,0,2013
31,7,114.5,109.8,0.618,52.1,52.1,17.4,15,27.1,35.1,44.5,41.5,51.7,50.3,35.1,37.9,63.2,-10,0,2014
37,29,121.6,97.5,0.9267,56.5,49.1,17.5,14,35.2,23.8,38.2,21.6,55.8,48.6,38.4,33.2,66,7,4,2022
28,9,99.3,107.5,0.2859,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39,71.7,-14.8,0,2017
28,11,102.4,108.7,0.3348,51.2,50.6,17.8,16.6,28.5,30,30,45.3,51.9,49.2,33.4,35.5,64.1,-12.1,0,2015
30,9,91.5,102.3,0.2167,42.8,46.5,21.7,17.4,38.4,29.3,28,40.1,38.3,46.5,34.1,31,69.6,-16.7,0,2016
25,12,99.3,102.1,0.4205,52.2,53.1,18.5,19,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,66.2,-8.1,0,2021
28,6,98.7,113,0.1727,48.3,54.7,20.6,17.6,26.2,28.8,38.9,31.7,46.5,54.2,34.6,37.1,72.4,-16.9,0,2018
32,24,113.4,97.9,0.8448,52.4,47.5,19,18,30.4,32.3,38.5,32.6,51,45.6,36.3,34.2,68.6,3.7,2,2017
22,15,104.8,103.1,0.546,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,65.8,-4.8,0,2021
33,12,95.5,103.2,0.2891,47,50.6,20.3,16.9,24.2,27.3,34.4,38.5,44.3,48.9,34.2,35.6,65.2,-12.8,0,2017
32,16,113.2,105.2,0.6989,54.1,50.6,19.5,15.2,30.7,32,50.9,36.8,52.3,48.5,39.2,36.8,67.3,-3.7,0,2014
29,20,99.6,101.2,0.4538,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,67.7,-6.3,1,2017
33,26,113.8,109.5,0.6098,51,52.6,14.7,19.5,35.2,31.7,43.8,35.1,50.6,52,34.6,35.8,68.6,0.2,0,2014
23,16,107,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33,27.8,33.1,49.7,49,38.8,35.6,71.4,-5.1,4,2021
30,7,92.3,109.6,0.1225,43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,41.5,49.6,32,38.5,66.2,-18,0,2014
24,22,107.9,97.6,0.7615,53,47.7,16.5,20.8,28.2,24.5,35.5,28,53.4,46.6,34.8,33.4,65.8,-0.2,2,2021
20,14,100,100.2,0.4946,50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,49.8,44.5,34.1,32.9,68.2,-3.8,0,2021
29,19,101.1,105.1,0.3909,48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,46.7,51.3,34.4,35,68.8,-9.7,0,2018
33,17,105.6,103.8,0.5496,50.4,51.6,17.2,16.9,23.6,27.9,32.3,24.5,48.4,52.3,35.6,33.6,69.3,-8.1,0,2018
29,7,97.4,110.7,0.1867,48.3,52.3,16,14.9,23.4,29.1,28.2,27.9,46.1,53.2,35.2,34,66.2,-18.4,0,2023
27,8,96.5,105.7,0.2601,48.4,51,24,20.6,31.7,34.2,38.5,44.8,46.8,49.6,34.5,35.7,70.7,-11.9,0,2022
36,28,109.8,94.9,0.8423,51.2,46,15.7,22.8,33.5,29.9,41.7,38.6,52.2,45.6,33,31.5,71.1,0,0,2014
33,20,107.7,95.1,0.8084,48.7,46.5,15.6,19.2,31.1,30.8,37.1,38.1,47.6,44,34.9,34.5,68.1,-0.2,0,2014
33,22,111.8,97.4,0.8298,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51,42.7,34.5,33.4,68,2.1,2,2023
29,12,96.4,108.7,0.2013,49.2,51.3,19.8,20.5,26.6,34.2,31.5,30.5,49.1,49.1,32.9,36.8,66.9,-13.6,0,2023
31,19,97.2,100.8,0.3966,49.2,46.8,17.4,19.1,26.4,30.1,29.2,36.5,48,43.2,34,36.8,66.2,-6.6,0,2013
30,18,96.8,95.8,0.5312,45.7,46.7,18.9,23.1,33.5,30.3,44.2,35.7,45.6,45,30.7,33.5,65.5,-7.8,0,2013
39,35,125.2,90.6,0.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,8,2015
29,13,99.6,105.8,0.3317,47.2,53.2,17,21.6,29.6,29.7,34.9,41.3,45.4,51.7,33.7,37.5,64,-11.3,0,2015
30,13,98.8,93,0.665,46.6,47.4,23.4,21.3,38.2,30.8,40.4,32.7,47.7,44.6,27.9,36,68,-7.3,0,2013
30,10,100.5,111.4,0.2333,49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,49.8,52.7,32.2,36.2,70.7,-14.7,0,2016
31,8,97.1,103.2,0.3301,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,0,2018
31,18,110.5,103.7,0.6759,52.2,50.2,18.3,17.6,30.8,29,36.8,33.5,54.5,46.7,32.1,37.3,67.2,-3.9,0,2019
25,11,106.6,99.7,0.6838,49.2,52.5,15,20.7,21.4,30.1,33.3,36.1,48.8,51.5,33.3,36.2,72.9,-4.6,0,2021
29,12,88.2,101.4,0.1673,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,66.4,-14.1,0,2019
31,19,104.5,101.2,0.5909,53.3,50.8,19.6,19.5,31.1,26,28.8,32.1,53.6,48.4,35.3,36.9,67.1,-8.1,0,2022
37,27,118,98.5,0.889,55.2,50.3,17.2,16.2,30.8,25,31.4,27,53.8,48.6,39,35.8,70.5,5.4,4,2023
33,25,108.7,93.4,0.8511,47.7,49,13,17,25.9,24.4,32.4,27.2,48.7,49,30.7,32.5,66.4,6.5,3,2022
31,12,96.5,107.2,0.2305,46.1,51.6,20,23.6,31.7,36.5,40.3,39.8,43.7,52.2,33.4,33.6,64.1,-14.1,0,2015
32,14,97,109.9,0.1926,51,51.2,21.8,16.6,31.1,28.3,32.6,30.1,51.8,48.9,32.9,36.4,65.9,-13.8,0,2018
33,15,103.5,96.7,0.6845,51.3,46.7,23.8,19.4,31,32.8,34.5,39.1,48.6,44.6,36.7,34,65.1,-5.6,0,2013
28,15,96.3,101,0.3673,49.3,52.7,21.9,23.3,25.5,27.7,37.8,35.4,48.1,51.3,33.9,36.1,66.7,-9.5,0,2018
33,22,101.9,96.5,0.6514,48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,49.2,45.6,31.7,27.5,69.9,-5.4,0,2018
32,16,101.3,99.7,0.5465,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67,-4.8,0,2016
34,28,117.6,98.6,0.883,58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,56.4,44.8,41,32.7,62.5,2,0,2016
30,13,105.9,98.3,0.7022,47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,47.3,51.4,31.4,31.4,63.8,-5.6,0,2014
31,22,103.2,100.8,0.5691,52,49.4,18.6,21.9,24.4,29.1,38.5,36.5,50.7,49.2,36.6,33,67.5,-4.4,0,2018
33,25,107,102.6,0.6194,55.6,49.1,20.2,16.5,28,26.6,40.3,29.3,54.2,47.3,38.5,34.9,69.9,-2.3,0,2019
28,11,99.6,106.1,0.3248,48.7,49.1,20.1,18.3,36.4,31.2,33.8,48,47.1,47.5,34.2,34.8,67.2,-12.4,0,2014
28,11,97.6,108,0.2375,48,54.6,20.5,21.2,31.9,29.3,32.9,37.8,45.2,55.6,35.5,35.3,67.3,-13.5,0,2018
34,29,115.2,92.5,0.926,53.6,46.3,17.3,20,32.6,28.7,44.5,38.6,53.8,43,35.6,35.3,67.6,8.3,3,2014
28,7,91.9,112.9,0.0861,43.3,53.5,21.1,19.3,32.3,32.7,37.7,44.9,40.9,53.3,32.7,35.9,68.4,-16,0,2013
34,24,118.1,100,0.872,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51,49.4,38.9,32.4,69.3,2.6,3,2014
32,5,87.2,109.3,0.0692,45.8,53.7,22.3,21,28,32.1,25.1,38.8,45,54.1,31.6,35.3,67.1,-22.6,0,2019
30,3,90.4,110,0.0944,44.7,55.5,21,21.3,30.7,33.1,37.4,47.6,44.4,54.7,30.3,38.2,64.4,-22,0,2013
34,26,114,96.9,0.8672,50.8,49.7,16.4,20.7,32.1,28,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,3,2018
20,8,89.1,101.5,0.1826,48.6,47.9,23.8,21.4,30.2,31.8,29.8,33.9,49.2,50.8,31.4,28.5,68.3,-8.8,0,2021
29,11,98,118.7,0.0995,47.4,54.3,18,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32,34.4,69.4,-13.1,0,2017
32,7,94.6,118.8,0.0684,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,44.9,56,34.3,38.1,72.4,-18.2,0,2017
33,18,105.4,96.3,0.7387,49.6,46.6,19.9,18.2,28.3,34.6,40.7,39.1,48.5,45.1,33.9,32.9,65.7,-0.6,0,2016
33,9,94.2,117.7,0.0723,47.2,53.6,19.5,18.7,27.5,36.5,32.1,36.2,44.8,54.4,35.1,34.8,68.4,-19.1,0,2018
21,15,109.3,94.5,0.8426,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33,66.5,0.9,2,2021
32,7,92.8,107.3,0.1578,44.9,49,21.1,16.9,32.8,31.3,34,35.5,46.2,46.4,28.2,35.7,66.8,-19.4,0,2016
37,23,105.5,106,0.486,51.9,52,15.9,20.8,22.9,32.3,30.5,32.4,52.3,51.4,34.2,35.5,75.7,-6.4,0,2019
24,23,104.2,96.9,0.6975,53,49,19.5,22.5,35.6,22.2,35.7,33.8,53,49.2,35.3,32.4,73.8,0.9,2,2021
33,17,101.7,105.8,0.3863,48.7,51.1,18.7,18,31.4,30.5,32.5,33.4,48.8,51.2,32.4,33.9,69.8,-10.5,0,2018
19,11,100.7,104.5,0.3959,50.6,50.1,19.8,16.7,29.1,25.6,30.3,27.7,48.6,49.8,35.7,33.8,66.7,-7.3,0,2021
33,24,116.6,98.4,0.8759,49.2,48.6,17.2,16.5,41.4,23.2,44.1,36.4,48.4,47.1,34.1,34.1,64.8,1.9,3,2013
29,13,101.7,112.7,0.2334,49.8,51.6,19.2,19.3,30.3,35,30.8,35.9,49.3,50.1,33.9,36,71.7,-13.1,0,2018
36,29,118.7,96,0.9197,56,51,15.3,22.5,26.2,31.7,27,29.1,58.2,50.3,35.3,34.7,68.4,7.8,3,2023
31,16,101.6,103.5,0.4454,48.9,49.8,21.9,19.9,34.7,32.6,40,39.5,48.3,49.8,33.4,33.2,68.3,-7.3,0,2013
31,19,107.6,108,0.4886,54.4,51.8,19.2,17.6,30.5,29.7,37,30.2,54.9,51.1,35.6,35.2,66.5,-6.4,0,2013
33,24,112.8,91.1,0.9217,51.7,44.6,18.1,22,40.4,30,37.5,36.4,51.5,44,34.9,30.4,60.3,3.1,2,2013
30,19,102,111.3,0.2698,51.8,53.7,20,19.6,25.9,33.2,38.8,27.3,51.9,55.4,34.4,34,70.3,-8.9,0,2022
34,28,117,94.3,0.9229,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,3,2016
30,8,101.2,106.9,0.347,47.7,47.7,19.5,16.7,33.3,34,36.2,41.4,46.9,46.6,32.7,33.7,65,-15.1,0,2014
22,12,95.7,100.6,0.3593,48.7,45.5,20.1,16.3,31.7,24.6,29.7,24.6,47.7,45.6,33.7,30.1,62.2,-7.2,1,2021
30,14,102.8,104.9,0.4418,52.1,52.1,20.6,22.8,25.5,36.7,28.7,30.6,53.8,50.4,32.8,36.5,69.9,-10.4,0,2023
33,21,114.9,101.2,0.8128,51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,50.8,49.2,34.6,33.8,66.8,1.3,2,2023
33,18,102.6,97,0.6558,48.9,46.8,16.6,14.3,26,25.1,30.3,38.8,47,45.6,35.9,33.4,66.1,-3.4,0,2015
37,29,119.1,100.9,0.8715,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24,53.8,51.8,36.8,33.5,68.6,3.7,6,2023
30,8,100.4,113.4,0.1976,49.2,55.6,16.9,17.1,25.1,32.8,32.2,35,50.3,58.7,31.4,34.1,69.2,-17,0,2023
34,19,105.8,103.9,0.5526,47.7,51.6,19,20.6,35.5,27.7,46.7,33.5,45.2,52.3,35,33.7,65.2,-7.7,0,2013
35,23,121.4,98.6,0.9162,57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,56.7,49.5,38.7,33.5,72.3,3.6,4,2016
22,16,108.6,105.6,0.5789,56.5,51.2,17.3,15.3,24,21.1,38,26.3,53.9,49.9,40.9,35.5,71.3,-3.2,0,2021
33,22,106.7,100.2,0.6727,51.9,47.2,16.9,18.1,28.8,28.2,40.4,41.2,48.6,45,38.1,34.7,66.4,-4.7,0,2015
30,7,93.6,108.1,0.1607,47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,45.8,49.2,32.9,37.1,68.5,-17.9,0,2019
29,2,90.4,123.6,0.0266,44.3,53.7,19.8,14,29.3,36.2,39.5,33.7,45.6,53.2,27.5,36.3,65.7,-24,0,2017
31,7,96.3,100.6,0.3775,45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,44.1,49.1,32,36.6,72.9,-11.2,0,2016
36,22,104.6,105.9,0.4652,50.4,51.8,17,19.1,30.9,31.6,36.6,38.4,46.5,52.7,38.5,33.5,66.2,-6.2,0,2014
32,18,99.3,103,0.396,49.2,48.3,19.4,20.6,30.3,33.1,51,46.1,48.7,48.3,33.5,32.2,63.1,-8.8,0,2015
32,19,101.8,107,0.3602,52.7,51.1,18.1,18.1,24.9,28.5,31.2,33.4,53.6,50.8,34.4,34.4,67.7,-9,0,2018
31,17,105.1,94.3,0.7765,50.1,46.7,20.4,18.6,34.3,29,41.4,33.3,49.2,45.8,35,32.1,63.1,-4,0,2013
33,17,99.8,103.8,0.3886,53.4,51,19.4,21.8,21.3,31.6,34.4,33,51.8,50.9,37.4,34.2,57.2,-10.1,0,2015
31,23,100.7,103.4,0.4251,49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,48.2,46.6,34.1,35.2,69.3,-1.9,0,2016
32,28,120.3,89.9,0.9662,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,60.4,41.8,37,30.5,72.6,6.7,4,2022
26,17,100.3,101,0.4787,50.4,46.9,19.7,15.9,29,25.1,32.5,31.7,49.5,47.2,34.6,30.9,65.1,-7.1,0,2022
34,25,106,97.8,0.7175,52.7,46.7,17.9,18.9,29.2,23.8,26.8,32.1,52.7,45.8,35.1,32.2,65.2,-1.4,0,2023
33,12,106.2,100.8,0.6459,47.5,49.5,18.3,18,33.3,29.9,29.2,30.3,48.6,48.9,30.3,33.8,66,-8.5,0,2023
30,18,95.4,102.9,0.2943,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,50.3,52,31.4,34.9,67.6,-9.5,0,2017
32,27,114.9,101,0.8138,57.6,48.7,15.2,16,25.3,25,28.5,27.4,59.2,47.2,37,34.4,72.5,1.2,2,2019
33,20,104.4,104.2,0.5054,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,65,-8,2,2017
31,18,98.7,104.5,0.3402,46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,45,48.6,33.2,35.3,68.1,-7.6,0,2016
31,9,98.6,112.2,0.1847,48.5,53.2,18.5,15.8,24.2,28.9,29.6,33.4,47.7,52,33.7,36.5,67.8,-16,0,2023
32,20,107.1,109,0.4495,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53,49.8,40.3,35.2,68,-8.7,0,2017
30,20,106.5,102.8,0.6007,52,47.8,20.9,15,37.4,27,40.5,30.7,51.6,46,35.3,33.8,61.8,-4.2,0,2013
23,8,100.3,110.5,0.2465,58.2,52.5,23.7,17,26.2,30.8,30.2,30.4,57,53.9,40,33.6,69.7,-12.7,0,2021
31,10,100.7,112.7,0.2152,47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,47.4,50.5,32.6,38,74.3,-15.5,0,2017
34,22,102.8,104.7,0.447,52.8,51.4,18.2,18.2,22.9,20.4,33.7,34.4,51.1,47.3,36.8,37.5,64.2,-9.7,0,2018
33,8,87.5,109.2,0.0724,45.5,50.2,23.3,16.7,26,28.9,37.7,33.6,47.7,47.1,28.6,36.5,71.7,-18.1,0,2019
35,20,107.1,103.8,0.5886,49.5,50.2,19.3,16.2,32.7,26.4,36.6,26.9,45.6,48.9,37.1,35.4,67,-5.2,0,2017
16,5,101.9,98.3,0.6029,46.7,47.3,19.5,16,25.9,28.1,38.9,31.7,43.8,44.8,34.2,34.3,68.3,-6.1,0,2021
35,26,115.4,95,0.903,53,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,71,4.7,2,2023
35,8,90.2,111,0.0844,43,51,18.5,19.4,27.1,34.6,31.3,35.2,42,54.5,30.3,30.3,72.2,-21.6,0,2016
22,16,108.1,100.5,0.6987,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,68.2,-4.7,0,2021
29,15,106.8,105.1,0.5455,51.6,52.2,17.8,19.2,28.7,26.2,34.1,40.8,50.1,51.1,36.1,36.1,65.3,-9,0,2016
22,6,94.7,107.2,0.1941,47.9,51.5,20.2,18.6,28.8,28.6,33.7,29.4,48.6,54.3,30.9,31.3,68.9,-13,0,2021
36,22,114.1,96.8,0.8684,49.3,45.5,16,14.9,33.9,30.2,35.3,34.7,47.3,43.6,35.6,33,64.7,1.1,4,2015
32,22,103.1,98.7,0.6228,49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,50.3,50.3,31.6,32.4,64,-4,0,2019
19,13,92.3,101.6,0.2485,47.2,48,23.5,18.1,30.8,26.3,38.7,35.6,48.3,45.1,30.2,36.5,64.6,-8.5,0,2021
32,19,100.1,107.6,0.3037,48.8,48.9,16.9,16.9,28.7,29.7,33.8,35.7,49.1,48.2,32,33.3,72.8,-11.1,0,2018
27,12,94.3,99.7,0.3458,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34,45.3,45.7,34,37.8,64.4,-10.3,0,2013
33,18,101.7,107.4,0.3486,52.2,50,19.6,17.1,26.5,28.1,37,33.9,51,50,36.1,33.3,70.6,-10,0,2016
33,15,104.9,112,0.3201,50.3,51.5,16.9,15.1,30.7,30.8,44.8,41.2,48.7,52,35.6,33.7,67.3,-12.6,0,2014
32,17,100.5,94.7,0.6633,48.2,46.5,19.6,18.2,26.6,29.8,42.1,38.7,48.4,45.6,32,32.4,65.3,-3.5,0,2013
34,25,116,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,3,2018
30,3,88.5,117.3,0.038,44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,43.5,57.9,30.7,38.5,71.9,-20.9,0,2019
29,15,93.6,107.9,0.1636,49,51.9,19.2,17.8,25.9,29.7,30,28.4,48.8,53.3,33,33,69.7,-13.1,0,2018
34,21,115.6,94.8,0.9067,52.4,46.3,14.7,20,28,32,49.7,41,51.3,45,36.4,32.7,69.2,1.4,2,2014
34,20,108.8,107.6,0.5333,53.9,52.5,16,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,2,2018
32,13,106.3,98.3,0.7114,49.6,49.6,19.1,19.4,31.6,28.2,34.1,31.7,47.9,47.9,34.7,34.8,62.2,-8.2,0,2013
17,12,104.7,103.7,0.5281,49.4,49.5,18.3,18.5,34.3,26.1,31,34,50.6,50.5,32.1,31.8,64,-5.7,0,2021
30,14,100.1,106.6,0.3269,47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,46,51.1,33.5,34.7,70.1,-10.3,0,2016
